log,bins,unique_samples,lnprobs_density,posterior,dthetas,evidence,config_params,help_text,prior_lnprobs,prior_unique_samples,prior_posterior,prior_dthetas,prior
"[True, True, True, True]","[100, 100, 100, 100]","[12.302319239963795, 5.631128027905886, 8.108781604677628, 6.654997264046497]",-18070.173901546732,-18072.476486639727,"[0.013371918046296116, 0.010521020054537367, 0.010658140548857276, 0.059854022279546726]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.302319239963795, 5.641649047960423, 8.087465323579913, 5.876894974412377]",-18070.318659581022,-18072.621244674017,"[0.013371918046296116, 0.010521020054538255, 0.010658140548857276, 0.0598540222795485]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.302319239963795, 5.652170068014961, 8.076807183031056, 4.380544417423684]",-18070.200745570666,-18072.50333066366,"[0.013371918046296116, 0.010521020054537367, 0.010658140548859052, 0.059854022279547614]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.302319239963795, 5.652170068014961, 8.108781604677628, 5.338208773896447]",-18067.51074983003,-18069.813334923027,"[0.013371918046296116, 0.010521020054537367, 0.010658140548857276, 0.059854022279547614]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.302319239963795, 5.662691088069499, 8.066149042482198, 6.894413353164688]",-18069.884910249028,-18072.187495342023,"[0.013371918046296116, 0.010521020054538255, 0.010658140548857276, 0.059854022279546726]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.302319239963795, 5.662691088069499, 8.098123464128772, 4.739668551100971]",-18068.79020791111,-18071.092793004107,"[0.013371918046296116, 0.010521020054538255, 0.010658140548857276, 0.059854022279547614]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.302319239963795, 5.662691088069499, 8.108781604677628, 4.081274306025946]",-18069.407122539473,-18071.709707632468,"[0.013371918046296116, 0.010521020054538255, 0.010658140548857276, 0.059854022279547614]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.302319239963795, 5.673212108124037, 8.05549090193334, 6.774705308605593]",-18070.176349352983,-18072.47893444598,"[0.013371918046296116, 0.010521020054537367, 0.010658140548857276, 0.059854022279546726]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.302319239963795, 5.673212108124037, 8.076807183031056, 5.637478885294186]",-18068.818051394705,-18071.1206364877,"[0.013371918046296116, 0.010521020054537367, 0.010658140548859052, 0.0598540222795485]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.302319239963795, 5.673212108124037, 8.087465323579913, 5.757186929853281]",-18069.654028120924,-18071.95661321392,"[0.013371918046296116, 0.010521020054537367, 0.010658140548857276, 0.0598540222795485]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.302319239963795, 5.673212108124037, 8.098123464128772, 4.021420283746398]",-18070.109487770096,-18072.41207286309,"[0.013371918046296116, 0.010521020054537367, 0.010658140548857276, 0.05985402227954806]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.302319239963795, 5.673212108124037, 8.098123464128772, 5.936748996691925]",-18069.756072280765,-18072.05865737376,"[0.013371918046296116, 0.010521020054537367, 0.010658140548857276, 0.059854022279547614]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.302319239963795, 5.673212108124037, 8.108781604677628, 5.936748996691925]",-18070.36591639815,-18072.668501491145,"[0.013371918046296116, 0.010521020054537367, 0.010658140548857276, 0.059854022279547614]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.302319239963795, 5.683733128178575, 8.076807183031056, 4.799522573380518]",-18069.612896753337,-18071.915481846332,"[0.013371918046296116, 0.010521020054538255, 0.010658140548859052, 0.059854022279547614]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.302319239963795, 5.683733128178575, 8.076807183031056, 6.05645704125102]",-18069.305965265747,-18071.608550358742,"[0.013371918046296116, 0.010521020054538255, 0.010658140548859052, 0.059854022279547614]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.302319239963795, 5.683733128178575, 8.087465323579913, 5.098792684778257]",-18069.04691134896,-18071.349496441955,"[0.013371918046296116, 0.010521020054538255, 0.010658140548857276, 0.0598540222795485]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.302319239963795, 5.694254148233113, 8.076807183031056, 6.295873130369211]",-18069.476580217524,-18071.77916531052,"[0.013371918046296116, 0.010521020054538255, 0.010658140548859052, 0.0598540222795485]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.302319239963795, 5.694254148233113, 8.076807183031056, 6.714851286326045]",-18070.10789309368,-18072.410478186674,"[0.013371918046296116, 0.010521020054538255, 0.010658140548859052, 0.0598540222795485]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.302319239963795, 5.694254148233113, 8.098123464128772, 4.380544417423684]",-18069.97041116927,-18072.272996262265,"[0.013371918046296116, 0.010521020054538255, 0.010658140548857276, 0.059854022279547614]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.302319239963795, 5.694254148233113, 8.098123464128772, 4.50025246198278]",-18070.240198996613,-18072.542784089608,"[0.013371918046296116, 0.010521020054538255, 0.010658140548857276, 0.059854022279546726]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.302319239963795, 5.725817208396727, 8.098123464128772, 3.18346397183273]",-18069.70706506783,-18072.009650160824,"[0.013371918046296116, 0.010521020054537367, 0.010658140548857276, 0.059854022279547614]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.302319239963795, 5.75738026856034, 8.087465323579913, 2.40536168219861]",-18069.195427923234,-18071.49801301623,"[0.013371918046296116, 0.010521020054538255, 0.010658140548857276, 0.059854022279547614]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
